ti_uid	target	indication_mesh_id	indication_mesh_term	combined_max_phase	trait_gpmap	trait_name_gpmap	gpmap_support	coloc_groups	pairwisecoloc_support	preinfomap_support
ACE-D006973	ACE	D006973	Hypertension	Launched	ebi-a-GCST90013916	High blood pressure (UKB data field 6150) (Firth correction)	TRUE	40461	TRUE	TRUE
ACE-D006973	ACE	D006973	Hypertension	Launched	ebi-a-GCST90013966	High blood pressure (UKB data field 6150) (SPA correction)	TRUE	40461	TRUE	TRUE
ACE-D006973	ACE	D006973	Hypertension	Launched	ukb-b-16587	Diagnoses - secondary ICD10: R03.0 Elevated blood-pressure reading, without diagnosis of hypertension	FALSE	""	FALSE	FALSE
ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	ebi-a-GCST90018877	Myocardial infarction	FALSE	""	FALSE	FALSE
ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	ukb-b-11590	Vascular/heart problems diagnosed by doctor: Heart attack	FALSE	""	FALSE	FALSE
ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	ukb-b-15829	Non-cancer illness code, self-reported: heart attack/myocardial infarction	FALSE	""	FALSE	FALSE
ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	ukb-d-I9-MI-STRICT	Myocardial infarction, strict	FALSE	""	FALSE	FALSE
ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	ukb-b-16662	Diagnoses - secondary ICD10: I25.2 Old myocardial infarction	FALSE	""	FALSE	FALSE
ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	ukb-b-3469	Diagnoses - main ICD10: I21.9 Acute myocardial infarction, unspecified	FALSE	""	FALSE	FALSE
ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	ukb-b-6295	Diagnoses - secondary ICD10: Z03.4 Observation for suspected myocardial infarction	FALSE	""	FALSE	FALSE
ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	ukb-b-453	Diagnoses - main ICD10: I21.0 Acute transmural myocardial infarction of anterior wall	FALSE	""	FALSE	FALSE
ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	ukb-b-5126	Diagnoses - main ICD10: I21.1 Acute transmural myocardial infarction of inferior wall	FALSE	""	FALSE	FALSE
ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	ukb-b-3983	Diagnoses - main ICD10: I25.9 Chronic ischaemic heart disease, unspecified	FALSE	""	FALSE	FALSE
ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	ukb-b-8184	Diagnoses - secondary ICD10: I25.9 Chronic ischaemic heart disease, unspecified	FALSE	""	FALSE	FALSE
ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	ukb-b-19350	Diagnoses - main ICD10: I63.9 Cerebral infarction, unspecified	FALSE	""	FALSE	FALSE
ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	ebi-a-GCST90012878	Family history of Alzheimer's disease	FALSE	""	FALSE	FALSE
ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	ebi-a-GCST90027158	Alzheimer's disease	FALSE	""	FALSE	FALSE
ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	ebi-a-GCST002245	Alzheimer's disease (late onset)	FALSE	""	FALSE	FALSE
ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	ebi-a-GCST005920	Paternal history of Alzheimer's disease	FALSE	""	FALSE	FALSE
ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	ebi-a-GCST005923	Maternal history of Alzheimer's disease	FALSE	""	FALSE	FALSE
ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	ebi-a-GCST90012877	Alzheimer's disease or family history of Alzheimer's disease	FALSE	""	FALSE	FALSE
ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	ukb-b-14043	Illnesses of siblings: Alzheimer's disease/dementia	FALSE	""	FALSE	FALSE
ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	ukb-b-323	Illnesses of father: Alzheimer's disease/dementia	FALSE	""	FALSE	FALSE
ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	ukb-b-14699	Illnesses of mother: Alzheimer's disease/dementia	FALSE	""	FALSE	FALSE
ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	ebi-a-GCST90013921	Any parental history of Alzheimer's disease (Firth correction)	FALSE	""	FALSE	FALSE
ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	ebi-a-GCST90013971	Any parental history of Alzheimer's disease (SPA correction)	FALSE	""	FALSE	FALSE
ACHE-D003704	ACHE	D003704	Dementia	Launched	ebi-a-GCST90012878	Family history of Alzheimer's disease	FALSE	""	FALSE	FALSE
ACHE-D003704	ACHE	D003704	Dementia	Launched	ebi-a-GCST90027158	Alzheimer's disease	FALSE	""	FALSE	FALSE
ACHE-D003704	ACHE	D003704	Dementia	Launched	ebi-a-GCST002245	Alzheimer's disease (late onset)	FALSE	""	FALSE	FALSE
ACHE-D003704	ACHE	D003704	Dementia	Launched	ebi-a-GCST005920	Paternal history of Alzheimer's disease	FALSE	""	FALSE	FALSE
ACHE-D003704	ACHE	D003704	Dementia	Launched	ebi-a-GCST005923	Maternal history of Alzheimer's disease	FALSE	""	FALSE	FALSE
ACHE-D003704	ACHE	D003704	Dementia	Launched	ebi-a-GCST90012877	Alzheimer's disease or family history of Alzheimer's disease	FALSE	""	FALSE	FALSE
ACHE-D003704	ACHE	D003704	Dementia	Launched	ukb-b-14043	Illnesses of siblings: Alzheimer's disease/dementia	FALSE	""	FALSE	FALSE
ACHE-D003704	ACHE	D003704	Dementia	Launched	ukb-b-323	Illnesses of father: Alzheimer's disease/dementia	FALSE	""	FALSE	FALSE
ACHE-D003704	ACHE	D003704	Dementia	Launched	ukb-b-14699	Illnesses of mother: Alzheimer's disease/dementia	FALSE	""	FALSE	FALSE
ACHE-D003704	ACHE	D003704	Dementia	Launched	ebi-a-GCST90013921	Any parental history of Alzheimer's disease (Firth correction)	FALSE	""	FALSE	FALSE
ACHE-D003704	ACHE	D003704	Dementia	Launched	ebi-a-GCST90013971	Any parental history of Alzheimer's disease (SPA correction)	FALSE	""	FALSE	FALSE
ACHE-D020961	ACHE	D020961	Lewy Body Disease	Launched	ebi-a-GCST90001390	Dementia with Lewy bodies	FALSE	""	FALSE	FALSE
ACR-D000086382	ACR	D000086382	COVID-19	Launched	ebi-a-GCST010776	COVID-19 (RELEASE 4)	FALSE	""	FALSE	FALSE
ACR-D000086382	ACR	D000086382	COVID-19	Launched	ebi-a-GCST010777	COVID-19 (hospitalized vs population) RELEASE 4	FALSE	""	FALSE	FALSE
ACR-D000086382	ACR	D000086382	COVID-19	Launched	ebi-a-GCST010783	COVID-19 (very severe respiratory confirmed vs population) RELEASE 4	FALSE	""	FALSE	FALSE
ACR-D000086382	ACR	D000086382	COVID-19	Launched	ebi-a-GCST011073	COVID-19 (RELEASE 5)	FALSE	""	FALSE	FALSE
ACR-D000086382	ACR	D000086382	COVID-19	Launched	ebi-a-GCST011075	COVID-19 (very severe respiratory confirmed vs population) RELEASE 5	FALSE	""	FALSE	FALSE
ACR-D000086382	ACR	D000086382	COVID-19	Launched	ebi-a-GCST011081	COVID-19 (hospitalized vs population) RELEASE 5	FALSE	""	FALSE	FALSE
ACR-D000086382	ACR	D000086382	COVID-19	Launched	ebi-a-GCST90000255	Severe COVID-19 infection with respiratory failure (analysis I)	FALSE	""	FALSE	FALSE
ACR-D000086382	ACR	D000086382	COVID-19	Launched	ebi-a-GCST90000256	Severe COVID-19 infection with respiratory failure (analysis II)	FALSE	""	FALSE	FALSE
ACR-D000086382	ACR	D000086382	COVID-19	Launched	ebi-a-GCST90013414	COVID-19 (critical illness vs population)	FALSE	""	FALSE	FALSE
ACR-D000086382	ACR	D000086382	COVID-19	Launched	ebi-a-GCST010782	COVID-19 (hospitalized covid vs not hospitalized covid) RELEASE 4	FALSE	""	FALSE	FALSE
ACR-D000086382	ACR	D000086382	COVID-19	Launched	ebi-a-GCST010778	COVID-19 (covid vs lab/self reported negative) RELEASE 4	FALSE	""	FALSE	FALSE
ACVR1-D055728	ACVR1	D055728	Primary Myelofibrosis	Launched	ebi-a-GCST90000032	Myeloproliferative neoplasms	FALSE	""	FALSE	FALSE
ACVRL1-D013789	ACVRL1	D013789	Thalassemia	Launched	ebi-a-GCST90019397	Glutathione peroxidase 1 measurement	FALSE	""	FALSE	FALSE
ACVRL1-D013789	ACVRL1	D013789	Thalassemia	Launched	ukb-d-D3-OTHERANAEMIA	Other anaemias	FALSE	""	FALSE	FALSE
ACVRL1-D013789	ACVRL1	D013789	Thalassemia	Launched	ukb-d-D64	Diagnoses - main ICD10: D64 Other anaemias	FALSE	""	FALSE	FALSE
ADRA1A-D001289	ADRA1A	D001289	Attention Deficit Disorder with Hyperactivity	Launched	ebi-a-GCST005362	Attention deficit hyperactivity disorder	FALSE	""	FALSE	FALSE
ADRA1A-D001763	ADRA1A	D001763	Blepharoptosis	Launched	ukb-d-H7-CHALAZION	Chalazion	FALSE	""	FALSE	FALSE
ADRA1A-D001763	ADRA1A	D001763	Blepharoptosis	Launched	ukb-d-H7-EYELIDDIS	Other disorders of eyelid	FALSE	""	FALSE	FALSE
ADRA1A-D001763	ADRA1A	D001763	Blepharoptosis	Launched	ukb-d-H02	Diagnoses - main ICD10: H02 Other disorders of eyelid	FALSE	""	FALSE	FALSE
ADRA1A-D001763	ADRA1A	D001763	Blepharoptosis	Launched	ukb-b-9565	Diagnoses - main ICD10: H02.8 Other specified disorders of eyelid	FALSE	""	FALSE	FALSE
ADRA1A-D001763	ADRA1A	D001763	Blepharoptosis	Launched	ukb-b-4637	Diagnoses - main ICD10: H00.1 Chalazion	FALSE	""	FALSE	FALSE
ADRA1A-D001763	ADRA1A	D001763	Blepharoptosis	Launched	ukb-d-H00	Diagnoses - main ICD10: H00 Hordeolum and chalazion	FALSE	""	FALSE	FALSE
ADRA1A-D001763	ADRA1A	D001763	Blepharoptosis	Launched	ukb-b-15074	Operative procedures - main OPCS: C12.4 Curettage of lesion of eyelid	FALSE	""	FALSE	FALSE
ADRA1A-D001763	ADRA1A	D001763	Blepharoptosis	Launched	ukb-b-9720	Operative procedures - main OPCS: C12.1 Excision of lesion of eyelid NEC	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ebi-a-GCST005902	Depression (broad)	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ukb-d-20544-11	Mental health problems ever diagnosed by a professional: Depression	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ukb-b-12064	Non-cancer illness code, self-reported: depression	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ebi-a-GCST90013878	Depression (Firth correction)	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ebi-a-GCST90013928	Depression (SPA correction)	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ukb-d-20126-0	Bipolar and major depression status: No Bipolar or Depression	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ukb-d-20438	Duration of worst depression	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ukb-d-20126-3	Bipolar and major depression status: Probable Recurrent major depression (severe)	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ukb-d-20446	Ever had prolonged feelings of sadness or depression	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ukb-d-20447	Depression possibly related to stressful or traumatic event	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ukb-d-20546-3	Substances taken for depression: Medication prescribed to you (for at least two weeks)	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ebi-a-GCST90012792	Acceptance of an invitation to participate in a mental health questionnaire	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ukb-d-20547-1	Activities undertaken to treat depression: Talking therapies, such as psychotherapy, counselling, group therapy or CBT	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ukb-d-20547-3	Activities undertaken to treat depression: Other therapeutic activities such as mindfulness, yoga or art classes	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ukb-d-20499	Ever sought or received professional help for mental distress	FALSE	""	FALSE	FALSE
ADRA1A-D003863	ADRA1A	D003863	Depression	Launched	ukb-b-11972	Diagnoses - secondary ICD10: R53 Malaise and fatigue	FALSE	""	FALSE	FALSE
ADRA1A-D003865	ADRA1A	D003865	Depressive Disorder, Major	Launched	ebi-a-GCST005903	Major depressive disorder (ICD-10 coded)	FALSE	""	FALSE	FALSE
